abdikovať	отречься	abdikovať	отречься	NFIN;V
uvažovať	обдумать	uvažovať	обдумать	NFIN;V
uvoľniť	вытолкнуть	uvoľniť	вытолкнуть	NFIN;V
uvoľňovať	вытолкнуть	uvoľňovať	вытолкнуть	NFIN;V
uzatvárať	завернуть	uzatvárať	завернуть	NFIN;V
uzatvárať	обернуть	uzatvárať	обернуть	NFIN;V
uzavierať	завернуть	uzavierať	завернуть	NFIN;V
uzavierať	обернуть	uzavierať	обернуть	NFIN;V
uzavrieť	завернуть	uzavrieť	завернуть	NFIN;V
uzavrieť	обернуть	uzavrieť	обернуть	NFIN;V
učiteľkou	госпожой	učiteľka	госпожа	INS;N;SG
učiteľke	госпоже	učiteľka	госпожа	ESS;N;SG
učiteľka	госпожа	učiteľka	госпожа	N;NOM;SG
učiteľkám	госпожам	učiteľka	госпожа	DAT;N;PL
učiteľke	госпоже	učiteľka	госпожа	DAT;N;SG
učiteľkách	госпожах	učiteľka	госпожа	ESS;N;PL
učiteliek	госпож	učiteľka	госпожа	GEN;N;PL
učiteľku	госпожу	učiteľka	госпожа	ACC;N;SG
učiteľkami	госпожами	učiteľka	госпожа	INS;N;PL
učiteľky	госпожи	učiteľka	госпожа	N;NOM;PL
učiteľky	госпожи	učiteľka	госпожа	GEN;N;SG
učiteľky	инструкторы	učiteľka	инструктор	N;NOM;PL
učiteľkám	инструкторам	učiteľka	инструктор	DAT;N;PL
učiteľke	инструктору	učiteľka	инструктор	DAT;N;SG
učiteľkou	инструктором	učiteľka	инструктор	INS;N;SG
učiteľke	инструкторе	učiteľka	инструктор	ESS;N;SG
učiteľka	инструктор	učiteľka	инструктор	N;NOM;SG
učiteľky	инструкторов	učiteľka	инструктор	ACC;N;PL
učiteľku	инструктора	učiteľka	инструктор	ACC;N;SG
učiteliek	инструкторов	učiteľka	инструктор	GEN;N;PL
učiteľky	инструктора	učiteľka	инструктор	GEN;N;SG
učiteľkách	инструкторах	učiteľka	инструктор	ESS;N;PL
učiteľkami	инструкторами	učiteľka	инструктор	INS;N;PL
učiteľkami	наставниками	učiteľka	наставник	INS;N;PL
učiteľkách	наставниках	učiteľka	наставник	ESS;N;PL
učiteľky	наставников	učiteľka	наставник	ACC;N;PL
učiteľka	наставник	učiteľka	наставник	N;NOM;SG
učiteľkou	наставником	učiteľka	наставник	INS;N;SG
učiteľke	наставнику	učiteľka	наставник	DAT;N;SG
učiteľke	наставнике	učiteľka	наставник	ESS;N;SG
učiteliek	наставников	učiteľka	наставник	GEN;N;PL
učiteľky	наставника	učiteľka	наставник	GEN;N;SG
učiteľky	наставники	učiteľka	наставник	N;NOM;PL
učiteľkám	наставникам	učiteľka	наставник	DAT;N;PL
učiteľku	наставника	učiteľka	наставник	ACC;N;SG
učiteľke	наставнице	učiteľka	наставница	DAT;N;SG
učiteľkami	наставницами	učiteľka	наставница	INS;N;PL
učiteľky	наставницы	učiteľka	наставница	N;NOM;PL
učiteľky	наставницы	učiteľka	наставница	GEN;N;SG
učiteliek	наставниц	učiteľka	наставница	GEN;N;PL
učiteľku	наставницу	učiteľka	наставница	ACC;N;SG
učiteľka	наставница	učiteľka	наставница	N;NOM;SG
učiteľke	наставнице	učiteľka	наставница	ESS;N;SG
učiteľky	наставниц	učiteľka	наставница	ACC;N;PL
učiteľkách	наставницах	učiteľka	наставница	ESS;N;PL
učiteľkou	наставницей	učiteľka	наставница	INS;N;SG
učiteľkám	наставницам	učiteľka	наставница	DAT;N;PL
učiteľkách	преподавателях	učiteľka	преподаватель	ESS;N;PL
učiteľky	преподавателя	učiteľka	преподаватель	GEN;N;SG
učiteľke	преподавателе	učiteľka	преподаватель	ESS;N;SG
učiteľkami	преподавателями	učiteľka	преподаватель	INS;N;PL
učiteľkám	преподавателям	učiteľka	преподаватель	DAT;N;PL
učiteľkou	преподавателем	učiteľka	преподаватель	INS;N;SG
učiteľka	преподаватель	učiteľka	преподаватель	N;NOM;SG
učiteliek	преподавателей	učiteľka	преподаватель	GEN;N;PL
učiteľke	преподавателю	učiteľka	преподаватель	DAT;N;SG
učiteľku	преподавателя	učiteľka	преподаватель	ACC;N;SG
učiteľky	преподаватели	učiteľka	преподаватель	N;NOM;PL
učiteliek	преподавательниц	učiteľka	преподавательница	GEN;N;PL
učiteľke	преподавательнице	učiteľka	преподавательница	DAT;N;SG
učiteľkami	преподавательницами	učiteľka	преподавательница	INS;N;PL
učiteľkách	преподавательницах	učiteľka	преподавательница	ESS;N;PL
učiteľkám	преподавательницам	učiteľka	преподавательница	DAT;N;PL
učiteľky	преподавательниц	učiteľka	преподавательница	ACC;N;PL
učiteľke	преподавательнице	učiteľka	преподавательница	ESS;N;SG
učiteľky	преподавательницы	učiteľka	преподавательница	N;NOM;PL
učiteľku	преподавательницу	učiteľka	преподавательница	ACC;N;SG
učiteľky	преподавательницы	učiteľka	преподавательница	GEN;N;SG
učiteľkou	преподавательницей	učiteľka	преподавательница	INS;N;SG
učiteľka	преподавательница	učiteľka	преподавательница	N;NOM;SG
učiteľka	тренер	učiteľka	тренер	N;NOM;SG
učiteľke	тренеру	učiteľka	тренер	DAT;N;SG
učiteľkám	тренерам	učiteľka	тренер	DAT;N;PL
učiteľky	тренера	učiteľka	тренер	GEN;N;SG
učiteľke	тренере	učiteľka	тренер	ESS;N;SG
učiteliek	тренеров	učiteľka	тренер	GEN;N;PL
učiteľku	тренера	učiteľka	тренер	ACC;N;SG
učiteľkami	тренерами	učiteľka	тренер	INS;N;PL
učiteľkou	тренером	učiteľka	тренер	INS;N;SG
učiteľkách	тренерах	učiteľka	тренер	ESS;N;PL
učiteľky	тренеры	učiteľka	тренер	N;NOM;PL
učiteľky	учителя	učiteľka	учитель	N;NOM;PL
učiteľke	учителе	učiteľka	учитель	ESS;N;SG
učiteľke	учителю	učiteľka	учитель	DAT;N;SG
učiteliek	учителей	učiteľka	учитель	GEN;N;PL
učiteľkám	учителям	učiteľka	учитель	DAT;N;PL
učiteľka	учитель	učiteľka	учитель	N;NOM;SG
učiteľkách	учителях	učiteľka	учитель	ESS;N;PL
učiteľkami	учителями	učiteľka	учитель	INS;N;PL
učiteľku	учителя	učiteľka	учитель	ACC;N;SG
učiteľkou	учителем	učiteľka	учитель	INS;N;SG
učiteľky	учителя	učiteľka	учитель	GEN;N;SG
učiteľke	учительнице	učiteľka	учительница	ESS;N;SG
učiteľke	учительнице	učiteľka	учительница	DAT;N;SG
učiteľkám	учительницам	učiteľka	учительница	DAT;N;PL
učiteľky	учительницы	učiteľka	учительница	N;NOM;PL
učiteliek	учительниц	učiteľka	учительница	GEN;N;PL
učiteľkách	учительницах	učiteľka	учительница	ESS;N;PL
učiteľka	учительница	učiteľka	учительница	N;NOM;SG
učiteľkami	учительницами	učiteľka	учительница	INS;N;PL
učiteľku	учительницу	učiteľka	учительница	ACC;N;SG
učiteľkou	учительницей	učiteľka	учительница	INS;N;SG
učiteľky	учительницы	učiteľka	учительница	GEN;N;SG
učiteliek	хозяек	učiteľka	хозяйка	GEN;N;PL
učiteľka	хозяйка	učiteľka	хозяйка	N;NOM;SG
učiteľke	хозяйке	učiteľka	хозяйка	DAT;N;SG
učiteľku	хозяйку	učiteľka	хозяйка	ACC;N;SG
učiteľky	хозяйки	učiteľka	хозяйка	GEN;N;SG
učiteľkami	хозяйками	učiteľka	хозяйка	INS;N;PL
učiteľkám	хозяйкам	učiteľka	хозяйка	DAT;N;PL
učiteľkách	хозяйках	učiteľka	хозяйка	ESS;N;PL
učiteľkou	хозяйкой	učiteľka	хозяйка	INS;N;SG
učiteľke	хозяйке	učiteľka	хозяйка	ESS;N;SG
učiteľky	хозяйки	učiteľka	хозяйка	N;NOM;PL
učiteľky	хозяек	učiteľka	хозяйка	ACC;N;PL
učiteľa	инструктора	učiteľ	инструктор	GEN;N;SG
učitelia	инструкторы	učiteľ	инструктор	N;NOM;PL
učiteľa	инструктора	učiteľ	инструктор	ACC;N;SG
učiteľmi	инструкторами	učiteľ	инструктор	INS;N;PL
učiteľovi	инструктору	učiteľ	инструктор	DAT;N;SG
učiteľom	инструкторам	učiteľ	инструктор	DAT;N;PL
učiteľov	инструкторов	učiteľ	инструктор	GEN;N;PL
učiteľom	инструктором	učiteľ	инструктор	INS;N;SG
učiteľovi	инструкторе	učiteľ	инструктор	ESS;N;SG
učiteľ	инструктор	učiteľ	инструктор	N;NOM;SG
učiteľoch	инструкторах	učiteľ	инструктор	ESS;N;PL
učiteľov	инструкторов	učiteľ	инструктор	ACC;N;PL
učiteľov	наставников	učiteľ	наставник	GEN;N;PL
učiteľ	наставник	učiteľ	наставник	N;NOM;SG
učiteľovi	наставнику	učiteľ	наставник	DAT;N;SG
učiteľovi	наставнике	učiteľ	наставник	ESS;N;SG
učitelia	наставники	učiteľ	наставник	N;NOM;PL
učiteľom	наставникам	učiteľ	наставник	DAT;N;PL
učiteľa	наставника	učiteľ	наставник	GEN;N;SG
učiteľoch	наставниках	učiteľ	наставник	ESS;N;PL
učiteľom	наставником	učiteľ	наставник	INS;N;SG
učiteľmi	наставниками	učiteľ	наставник	INS;N;PL
učiteľa	наставника	učiteľ	наставник	ACC;N;SG
učiteľov	наставников	učiteľ	наставник	ACC;N;PL
učiteľ	наставница	učiteľ	наставница	N;NOM;SG
učiteľov	наставниц	učiteľ	наставница	ACC;N;PL
učitelia	наставницы	učiteľ	наставница	N;NOM;PL
učiteľmi	наставницами	učiteľ	наставница	INS;N;PL
učiteľovi	наставнице	učiteľ	наставница	ESS;N;SG
učiteľa	наставницу	učiteľ	наставница	ACC;N;SG
učiteľovi	наставнице	učiteľ	наставница	DAT;N;SG
učiteľa	наставницы	učiteľ	наставница	GEN;N;SG
učiteľom	наставницей	učiteľ	наставница	INS;N;SG
učiteľom	наставницам	učiteľ	наставница	DAT;N;PL
učiteľov	наставниц	učiteľ	наставница	GEN;N;PL
učiteľoch	наставницах	učiteľ	наставница	ESS;N;PL
učiteľ	преподаватель	učiteľ	преподаватель	N;NOM;SG
učiteľa	преподавателя	učiteľ	преподаватель	ACC;N;SG
učiteľom	преподавателем	učiteľ	преподаватель	INS;N;SG
učiteľa	преподавателя	učiteľ	преподаватель	GEN;N;SG
učiteľovi	преподавателю	učiteľ	преподаватель	DAT;N;SG
učiteľoch	преподавателях	učiteľ	преподаватель	ESS;N;PL
učiteľovi	преподавателе	učiteľ	преподаватель	ESS;N;SG
učitelia	преподаватели	učiteľ	преподаватель	N;NOM;PL
učiteľmi	преподавателями	učiteľ	преподаватель	INS;N;PL
učiteľom	преподавателям	učiteľ	преподаватель	DAT;N;PL
učiteľov	преподавателей	učiteľ	преподаватель	GEN;N;PL
učiteľovi	преподавательнице	učiteľ	преподавательница	ESS;N;SG
učiteľovi	преподавательнице	učiteľ	преподавательница	DAT;N;SG
učiteľ	преподавательница	učiteľ	преподавательница	N;NOM;SG
učiteľov	преподавательниц	učiteľ	преподавательница	ACC;N;PL
učiteľoch	преподавательницах	učiteľ	преподавательница	ESS;N;PL
učitelia	преподавательницы	učiteľ	преподавательница	N;NOM;PL
učiteľa	преподавательницу	učiteľ	преподавательница	ACC;N;SG
učiteľa	преподавательницы	učiteľ	преподавательница	GEN;N;SG
učiteľmi	преподавательницами	učiteľ	преподавательница	INS;N;PL
učiteľom	преподавательницей	učiteľ	преподавательница	INS;N;SG
učiteľov	преподавательниц	učiteľ	преподавательница	GEN;N;PL
učiteľom	преподавательницам	učiteľ	преподавательница	DAT;N;PL
učiteľovi	тренеру	učiteľ	тренер	DAT;N;SG
učiteľom	тренерам	učiteľ	тренер	DAT;N;PL
učiteľov	тренеров	učiteľ	тренер	GEN;N;PL
učiteľ	тренер	učiteľ	тренер	N;NOM;SG
učiteľom	тренером	učiteľ	тренер	INS;N;SG
učiteľmi	тренерами	učiteľ	тренер	INS;N;PL
učiteľa	тренера	učiteľ	тренер	GEN;N;SG
učiteľoch	тренерах	učiteľ	тренер	ESS;N;PL
učiteľa	тренера	učiteľ	тренер	ACC;N;SG
učiteľovi	тренере	učiteľ	тренер	ESS;N;SG
učitelia	тренеры	učiteľ	тренер	N;NOM;PL
učitelia	учителя	učiteľ	учитель	N;NOM;PL
učiteľa	учителя	učiteľ	учитель	GEN;N;SG
učiteľovi	учителю	učiteľ	учитель	DAT;N;SG
učiteľom	учителем	učiteľ	учитель	INS;N;SG
učiteľmi	учителями	učiteľ	учитель	INS;N;PL
učiteľoch	учителях	učiteľ	учитель	ESS;N;PL
učiteľovi	учителе	učiteľ	учитель	ESS;N;SG
učiteľa	учителя	učiteľ	учитель	ACC;N;SG
učiteľov	учителей	učiteľ	учитель	GEN;N;PL
učiteľom	учителям	učiteľ	учитель	DAT;N;PL
učiteľ	учитель	učiteľ	учитель	N;NOM;SG
učiteľom	учительницей	učiteľ	учительница	INS;N;SG
učiteľovi	учительнице	učiteľ	учительница	ESS;N;SG
učiteľ	учительница	učiteľ	учительница	N;NOM;SG
učitelia	учительницы	učiteľ	учительница	N;NOM;PL
učiteľom	учительницам	učiteľ	учительница	DAT;N;PL
učiteľovi	учительнице	učiteľ	учительница	DAT;N;SG
učiteľmi	учительницами	učiteľ	учительница	INS;N;PL
učiteľoch	учительницах	učiteľ	учительница	ESS;N;PL
učiteľa	учительницы	učiteľ	учительница	GEN;N;SG
učiteľov	учительниц	učiteľ	учительница	GEN;N;PL
učiteľa	учительницу	učiteľ	учительница	ACC;N;SG
uškodiť	навредить	uškodiť	навредить	NFIN;V
uškodiť	повредить	uškodiť	повредить	NFIN;V
uškrtiť	задушить	uškrtiť	задушить	NFIN;V
užitočnej	полезной	užitočný	полезный	ADJ;DAT;FEM;SG
užitočným	полезным	užitočný	полезный	ADJ;INS;NEUT;SG
užitočným	полезным	užitočný	полезный	ADJ;DAT;PL
užitočné	полезное	užitočný	полезный	ACC;ADJ;NEUT;SG
užitočných	полезных	užitočný	полезный	ADJ;GEN;PL
užitočnom	полезном	užitočný	полезный	ADJ;ESS;NEUT;SG
užitočné	полезные	užitočný	полезный	ADJ;NOM;PL
užitočného	полезного	užitočný	полезный	ACC;ADJ;MASC;SG
užitočnú	полезную	užitočný	полезный	ACC;ADJ;FEM;SG
užitočné	полезное	užitočný	полезный	ADJ;NEUT;NOM;SG
užitočné	полезных	užitočný	полезный	ACC;ADJ;PL
užitočnej	полезной	užitočný	полезный	ADJ;ESS;FEM;SG
užitočnému	полезному	užitočný	полезный	ADJ;DAT;MASC;SG
užitočný	полезный	užitočný	полезный	ADJ;MASC;NOM;SG
užitočná	полезная	užitočný	полезный	ADJ;FEM;NOM;SG
užitočnej	полезной	užitočný	полезный	ADJ;FEM;GEN;SG
užitočnom	полезном	užitočný	полезный	ADJ;ESS;MASC;SG
